,Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2,Total3
30397,Mujeres,Catalunya,25 y más años,2014T3,17,12,17.12
30398,Mujeres,Catalunya,25 y más años,2014T2,17,97,17.97
30399,Mujeres,Catalunya,25 y más años,2014T1,18,87,18.87
30400,Mujeres,Catalunya,25 y más años,2013T4,19,37,19.37
30401,Mujeres,Catalunya,25 y más años,2013T3,19,89,19.89
30402,Mujeres,Catalunya,25 y más años,2013T2,20,87,20.87
30403,Mujeres,Catalunya,25 y más años,2013T1,21,47,21.47
30404,Mujeres,Catalunya,25 y más años,2012T4,20,66,20.66
30405,Mujeres,Catalunya,25 y más años,2012T3,19,8,19.8
30406,Mujeres,Catalunya,25 y más años,2012T2,17,7,17.7
30407,Mujeres,Catalunya,25 y más años,2012T1,19,38,19.38
30408,Mujeres,Catalunya,25 y más años,2011T4,17,63,17.63
30409,Mujeres,Catalunya,25 y más años,2011T3,16,38,16.38
30410,Mujeres,Catalunya,25 y más años,2011T2,15,5,15.5
30411,Mujeres,Catalunya,25 y más años,2011T1,16,58,16.58
30412,Mujeres,Catalunya,25 y más años,2010T4,15,8,15.8
30413,Mujeres,Catalunya,25 y más años,2010T3,15,4,15.4
30414,Mujeres,Catalunya,25 y más años,2010T2,14,75,14.75
30415,Mujeres,Catalunya,25 y más años,2010T1,14,87,14.87
30416,Mujeres,Catalunya,25 y más años,2009T4,13,89,13.89
30417,Mujeres,Catalunya,25 y más años,2009T3,12,64,12.64
30418,Mujeres,Catalunya,25 y más años,2009T2,13,6,13.6
30419,Mujeres,Catalunya,25 y más años,2009T1,13,21,13.21
30420,Mujeres,Catalunya,25 y más años,2008T4,9,65,9.65
30421,Mujeres,Catalunya,25 y más años,2008T3,7,7,7.7
30422,Mujeres,Catalunya,25 y más años,2008T2,6,28,6.28
30423,Mujeres,Catalunya,25 y más años,2008T1,7,56,7.56
30424,Mujeres,Catalunya,25 y más años,2007T4,6,9,6.9
30425,Mujeres,Catalunya,25 y más años,2007T3,7,19,7.19
30426,Mujeres,Catalunya,25 y más años,2007T2,5,82,5.82
30427,Mujeres,Catalunya,25 y más años,2007T1,7,18,7.18
30428,Mujeres,Catalunya,25 y más años,2006T4,6,76,6.76
30429,Mujeres,Catalunya,25 y más años,2006T3,6,85,6.85
30430,Mujeres,Catalunya,25 y más años,2006T2,6,83,6.83
30431,Mujeres,Catalunya,25 y más años,2006T1,7,89,7.89
30432,Mujeres,Catalunya,25 y más años,2005T4,6,87,6.87
30433,Mujeres,Catalunya,25 y más años,2005T3,5,42,5.42
30434,Mujeres,Catalunya,25 y más años,2005T2,7,62,7.62
30435,Mujeres,Catalunya,25 y más años,2005T1,9,19,9.19
30436,Mujeres,Catalunya,25 y más años,2004T4,10,45,10.45
30437,Mujeres,Catalunya,25 y más años,2004T3,10,19,10.19
30438,Mujeres,Catalunya,25 y más años,2004T2,10,1,10.1
30439,Mujeres,Catalunya,25 y más años,2004T1,10,99,10.99
30440,Mujeres,Catalunya,25 y más años,2003T4,10,95,10.95
30441,Mujeres,Catalunya,25 y más años,2003T3,11,27,11.27
30442,Mujeres,Catalunya,25 y más años,2003T2,11,73,11.73
30443,Mujeres,Catalunya,25 y más años,2003T1,12,63,12.63
30444,Mujeres,Catalunya,25 y más años,2002T4,12,37,12.37
30445,Mujeres,Catalunya,25 y más años,2002T3,11,99,11.99
30446,Mujeres,Catalunya,25 y más años,2002T2,11,52,11.52
30447,Mujeres,Catalunya,25 y más años,2002T1,13,15,13.15
30448,Mujeres,Catalunya,De 16 a 19 años,2023T4,36,52,36.52
30449,Mujeres,Catalunya,De 16 a 19 años,2023T3,33,96,33.96
30450,Mujeres,Catalunya,De 16 a 19 años,2023T2,34,11,34.11
30451,Mujeres,Catalunya,De 16 a 19 años,2023T1,26,9,26.9
30452,Mujeres,Catalunya,De 16 a 19 años,2022T4,28,91,28.91
30453,Mujeres,Catalunya,De 16 a 19 años,2022T3,40,22,40.22
30454,Mujeres,Catalunya,De 16 a 19 años,2022T2,49,8,49.8
30455,Mujeres,Catalunya,De 16 a 19 años,2022T1,46,76,46.76
30456,Mujeres,Catalunya,De 16 a 19 años,2021T4,42,59,42.59
30457,Mujeres,Catalunya,De 16 a 19 años,2021T3,30,32,30.32
30458,Mujeres,Catalunya,De 16 a 19 años,2021T2,45,47,45.47
30459,Mujeres,Catalunya,De 16 a 19 años,2021T1,61,94,61.94
30460,Mujeres,Catalunya,De 16 a 19 años,2020T4,65,39,65.39
30461,Mujeres,Catalunya,De 16 a 19 años,2020T3,61,14,61.14
30462,Mujeres,Catalunya,De 16 a 19 años,2020T2,65,37,65.37
30463,Mujeres,Catalunya,De 16 a 19 años,2020T1,35,14,35.14
30464,Mujeres,Catalunya,De 16 a 19 años,2019T4,28,53,28.53
30465,Mujeres,Catalunya,De 16 a 19 años,2019T3,27,3,27.3
30466,Mujeres,Catalunya,De 16 a 19 años,2019T2,35,,35.
30467,Mujeres,Catalunya,De 16 a 19 años,2019T1,51,38,51.38
30468,Mujeres,Catalunya,De 16 a 19 años,2018T4,39,56,39.56
30469,Mujeres,Catalunya,De 16 a 19 años,2018T3,34,6,34.6
30470,Mujeres,Catalunya,De 16 a 19 años,2018T2,43,9,43.9
30471,Mujeres,Catalunya,De 16 a 19 años,2018T1,43,44,43.44
30472,Mujeres,Catalunya,De 16 a 19 años,2017T4,54,26,54.26
30473,Mujeres,Catalunya,De 16 a 19 años,2017T3,30,87,30.87
30474,Mujeres,Catalunya,De 16 a 19 años,2017T2,38,69,38.69
30475,Mujeres,Catalunya,De 16 a 19 años,2017T1,50,84,50.84
30476,Mujeres,Catalunya,De 16 a 19 años,2016T4,52,69,52.69
30477,Mujeres,Catalunya,De 16 a 19 años,2016T3,42,22,42.22
30478,Mujeres,Catalunya,De 16 a 19 años,2016T2,40,94,40.94
30479,Mujeres,Catalunya,De 16 a 19 años,2016T1,51,17,51.17
30480,Mujeres,Catalunya,De 16 a 19 años,2015T4,69,9,69.9
30481,Mujeres,Catalunya,De 16 a 19 años,2015T3,63,22,63.22
30482,Mujeres,Catalunya,De 16 a 19 años,2015T2,73,92,73.92
30483,Mujeres,Catalunya,De 16 a 19 años,2015T1,65,61,65.61
30484,Mujeres,Catalunya,De 16 a 19 años,2014T4,56,13,56.13
30485,Mujeres,Catalunya,De 16 a 19 años,2014T3,58,51,58.51
30486,Mujeres,Catalunya,De 16 a 19 años,2014T2,64,1,64.1
30487,Mujeres,Catalunya,De 16 a 19 años,2014T1,61,41,61.41
30488,Mujeres,Catalunya,De 16 a 19 años,2013T4,73,97,73.97
30489,Mujeres,Catalunya,De 16 a 19 años,2013T3,64,21,64.21
30490,Mujeres,Catalunya,De 16 a 19 años,2013T2,77,24,77.24
30491,Mujeres,Catalunya,De 16 a 19 años,2013T1,70,24,70.24
30492,Mujeres,Catalunya,De 16 a 19 años,2012T4,72,15,72.15
30493,Mujeres,Catalunya,De 16 a 19 años,2012T3,63,4,63.4
30494,Mujeres,Catalunya,De 16 a 19 años,2012T2,75,45,75.45
30495,Mujeres,Catalunya,De 16 a 19 años,2012T1,68,2,68.2
30496,Mujeres,Catalunya,De 16 a 19 años,2011T4,66,62,66.62
30497,Mujeres,Catalunya,De 16 a 19 años,2011T3,47,66,47.66
30498,Mujeres,Catalunya,De 16 a 19 años,2011T2,47,72,47.72
30499,Mujeres,Catalunya,De 16 a 19 años,2011T1,62,45,62.45
30500,Mujeres,Catalunya,De 16 a 19 años,2010T4,52,44,52.44
30501,Mujeres,Catalunya,De 16 a 19 años,2010T3,51,61,51.61
30502,Mujeres,Catalunya,De 16 a 19 años,2010T2,58,9,58.9
30503,Mujeres,Catalunya,De 16 a 19 años,2010T1,55,28,55.28
30504,Mujeres,Catalunya,De 16 a 19 años,2009T4,57,32,57.32
30505,Mujeres,Catalunya,De 16 a 19 años,2009T3,55,75,55.75
30506,Mujeres,Catalunya,De 16 a 19 años,2009T2,43,6,43.6
30507,Mujeres,Catalunya,De 16 a 19 años,2009T1,40,52,40.52
30508,Mujeres,Catalunya,De 16 a 19 años,2008T4,40,7,40.7
30509,Mujeres,Catalunya,De 16 a 19 años,2008T3,27,8,27.8
30510,Mujeres,Catalunya,De 16 a 19 años,2008T2,37,19,37.19
30511,Mujeres,Catalunya,De 16 a 19 años,2008T1,31,66,31.66
30512,Mujeres,Catalunya,De 16 a 19 años,2007T4,33,27,33.27
30513,Mujeres,Catalunya,De 16 a 19 años,2007T3,29,7,29.7
30514,Mujeres,Catalunya,De 16 a 19 años,2007T2,23,2,23.2
30515,Mujeres,Catalunya,De 16 a 19 años,2007T1,25,1,25.1
30516,Mujeres,Catalunya,De 16 a 19 años,2006T4,28,47,28.47
30517,Mujeres,Catalunya,De 16 a 19 años,2006T3,31,22,31.22
30518,Mujeres,Catalunya,De 16 a 19 años,2006T2,34,32,34.32
30519,Mujeres,Catalunya,De 16 a 19 años,2006T1,21,19,21.19
30520,Mujeres,Catalunya,De 16 a 19 años,2005T4,32,48,32.48
30521,Mujeres,Catalunya,De 16 a 19 años,2005T3,35,22,35.22
30522,Mujeres,Catalunya,De 16 a 19 años,2005T2,25,55,25.55
30523,Mujeres,Catalunya,De 16 a 19 años,2005T1,30,38,30.38
30524,Mujeres,Catalunya,De 16 a 19 años,2004T4,35,36,35.36
30525,Mujeres,Catalunya,De 16 a 19 años,2004T3,35,57,35.57
30526,Mujeres,Catalunya,De 16 a 19 años,2004T2,45,8,45.8
30527,Mujeres,Catalunya,De 16 a 19 años,2004T1,35,54,35.54
30528,Mujeres,Catalunya,De 16 a 19 años,2003T4,42,79,42.79
30529,Mujeres,Catalunya,De 16 a 19 años,2003T3,41,36,41.36
30530,Mujeres,Catalunya,De 16 a 19 años,2003T2,53,67,53.67
30531,Mujeres,Catalunya,De 16 a 19 años,2003T1,44,55,44.55
30532,Mujeres,Catalunya,De 16 a 19 años,2002T4,28,43,28.43
30533,Mujeres,Catalunya,De 16 a 19 años,2002T3,31,51,31.51
30534,Mujeres,Catalunya,De 16 a 19 años,2002T2,25,27,25.27
30535,Mujeres,Catalunya,De 16 a 19 años,2002T1,30,88,30.88
30536,Mujeres,Catalunya,De 20 a 24 años,2023T4,22,8,22.8
30537,Mujeres,Catalunya,De 20 a 24 años,2023T3,17,2,17.2
30538,Mujeres,Catalunya,De 20 a 24 años,2023T2,14,83,14.83
30539,Mujeres,Catalunya,De 20 a 24 años,2023T1,22,76,22.76
30540,Mujeres,Catalunya,De 20 a 24 años,2022T4,16,17,16.17
30541,Mujeres,Catalunya,De 20 a 24 años,2022T3,23,58,23.58
30542,Mujeres,Catalunya,De 20 a 24 años,2022T2,20,39,20.39
30543,Mujeres,Catalunya,De 20 a 24 años,2022T1,22,87,22.87
30544,Mujeres,Catalunya,De 20 a 24 años,2021T4,22,16,22.16
30545,Mujeres,Catalunya,De 20 a 24 años,2021T3,17,1,17.1
30546,Mujeres,Catalunya,De 20 a 24 años,2021T2,33,46,33.46
30547,Mujeres,Catalunya,De 20 a 24 años,2021T1,27,17,27.17
30548,Mujeres,Catalunya,De 20 a 24 años,2020T4,32,97,32.97
30549,Mujeres,Catalunya,De 20 a 24 años,2020T3,28,3,28.3
30550,Mujeres,Catalunya,De 20 a 24 años,2020T2,29,58,29.58
30551,Mujeres,Catalunya,De 20 a 24 años,2020T1,23,69,23.69
30552,Mujeres,Catalunya,De 20 a 24 años,2019T4,21,58,21.58
30553,Mujeres,Catalunya,De 20 a 24 años,2019T3,18,1,18.1
30554,Mujeres,Catalunya,De 20 a 24 años,2019T2,19,51,19.51
30555,Mujeres,Catalunya,De 20 a 24 años,2019T1,25,7,25.7
30556,Mujeres,Catalunya,De 20 a 24 años,2018T4,25,2,25.2
30557,Mujeres,Catalunya,De 20 a 24 años,2018T3,20,9,20.9
30558,Mujeres,Catalunya,De 20 a 24 años,2018T2,19,85,19.85
30559,Mujeres,Catalunya,De 20 a 24 años,2018T1,22,42,22.42
30560,Mujeres,Catalunya,De 20 a 24 años,2017T4,20,55,20.55
30561,Mujeres,Catalunya,De 20 a 24 años,2017T3,27,23,27.23
30562,Mujeres,Catalunya,De 20 a 24 años,2017T2,24,1,24.1
30563,Mujeres,Catalunya,De 20 a 24 años,2017T1,27,15,27.15
30564,Mujeres,Catalunya,De 20 a 24 años,2016T4,26,69,26.69
30565,Mujeres,Catalunya,De 20 a 24 años,2016T3,28,34,28.34
30566,Mujeres,Catalunya,De 20 a 24 años,2016T2,32,,32.
30567,Mujeres,Catalunya,De 20 a 24 años,2016T1,34,6,34.6
30568,Mujeres,Catalunya,De 20 a 24 años,2015T4,30,51,30.51
30569,Mujeres,Catalunya,De 20 a 24 años,2015T3,32,83,32.83
30570,Mujeres,Catalunya,De 20 a 24 años,2015T2,37,32,37.32
30571,Mujeres,Catalunya,De 20 a 24 años,2015T1,37,95,37.95
30572,Mujeres,Catalunya,De 20 a 24 años,2014T4,40,55,40.55
30573,Mujeres,Catalunya,De 20 a 24 años,2014T3,43,36,43.36
30574,Mujeres,Catalunya,De 20 a 24 años,2014T2,42,7,42.7
30575,Mujeres,Catalunya,De 20 a 24 años,2014T1,45,52,45.52
30576,Mujeres,Catalunya,De 20 a 24 años,2013T4,41,91,41.91
30577,Mujeres,Catalunya,De 20 a 24 años,2013T3,35,63,35.63
30578,Mujeres,Catalunya,De 20 a 24 años,2013T2,43,18,43.18
30579,Mujeres,Catalunya,De 20 a 24 años,2013T1,42,33,42.33
30580,Mujeres,Catalunya,De 20 a 24 años,2012T4,44,39,44.39
30581,Mujeres,Catalunya,De 20 a 24 años,2012T3,41,6,41.6
30582,Mujeres,Catalunya,De 20 a 24 años,2012T2,47,6,47.6
30583,Mujeres,Catalunya,De 20 a 24 años,2012T1,39,85,39.85
30584,Mujeres,Catalunya,De 20 a 24 años,2011T4,41,17,41.17
30585,Mujeres,Catalunya,De 20 a 24 años,2011T3,34,43,34.43
30586,Mujeres,Catalunya,De 20 a 24 años,2011T2,32,1,32.1
30587,Mujeres,Catalunya,De 20 a 24 años,2011T1,28,6,28.6
30588,Mujeres,Catalunya,De 20 a 24 años,2010T4,25,6,25.6
30589,Mujeres,Catalunya,De 20 a 24 años,2010T3,24,52,24.52
30590,Mujeres,Catalunya,De 20 a 24 años,2010T2,29,44,29.44
30591,Mujeres,Catalunya,De 20 a 24 años,2010T1,26,36,26.36
30592,Mujeres,Catalunya,De 20 a 24 años,2009T4,24,62,24.62
30593,Mujeres,Catalunya,De 20 a 24 años,2009T3,30,81,30.81
30594,Mujeres,Catalunya,De 20 a 24 años,2009T2,25,8,25.8
30595,Mujeres,Catalunya,De 20 a 24 años,2009T1,27,59,27.59
30596,Mujeres,Catalunya,De 20 a 24 años,2008T4,17,22,17.22
30597,Mujeres,Catalunya,De 20 a 24 años,2008T3,12,71,12.71
30598,Mujeres,Catalunya,De 20 a 24 años,2008T2,9,94,9.94
30599,Mujeres,Catalunya,De 20 a 24 años,2008T1,13,51,13.51
30600,Mujeres,Catalunya,De 20 a 24 años,2007T4,9,79,9.79
30601,Mujeres,Catalunya,De 20 a 24 años,2007T3,9,54,9.54
30602,Mujeres,Catalunya,De 20 a 24 años,2007T2,11,18,11.18
30603,Mujeres,Catalunya,De 20 a 24 años,2007T1,13,72,13.72
30604,Mujeres,Catalunya,De 20 a 24 años,2006T4,13,33,13.33
30605,Mujeres,Catalunya,De 20 a 24 años,2006T3,12,7,12.7
30606,Mujeres,Catalunya,De 20 a 24 años,2006T2,10,9,10.9
30607,Mujeres,Catalunya,De 20 a 24 años,2006T1,13,36,13.36
30608,Mujeres,Catalunya,De 20 a 24 años,2005T4,12,57,12.57
30609,Mujeres,Catalunya,De 20 a 24 años,2005T3,10,49,10.49
30610,Mujeres,Catalunya,De 20 a 24 años,2005T2,12,62,12.62
30611,Mujeres,Catalunya,De 20 a 24 años,2005T1,12,76,12.76
30612,Mujeres,Catalunya,De 20 a 24 años,2004T4,22,35,22.35
30613,Mujeres,Catalunya,De 20 a 24 años,2004T3,20,5,20.5
30614,Mujeres,Catalunya,De 20 a 24 años,2004T2,19,65,19.65
30615,Mujeres,Catalunya,De 20 a 24 años,2004T1,21,2,21.2
30616,Mujeres,Catalunya,De 20 a 24 años,2003T4,16,33,16.33
30617,Mujeres,Catalunya,De 20 a 24 años,2003T3,16,27,16.27
30618,Mujeres,Catalunya,De 20 a 24 años,2003T2,17,55,17.55
30619,Mujeres,Catalunya,De 20 a 24 años,2003T1,16,98,16.98
30620,Mujeres,Catalunya,De 20 a 24 años,2002T4,17,4,17.4
30621,Mujeres,Catalunya,De 20 a 24 años,2002T3,18,35,18.35
30622,Mujeres,Catalunya,De 20 a 24 años,2002T2,20,13,20.13
30623,Mujeres,Catalunya,De 20 a 24 años,2002T1,19,13,19.13
30624,Mujeres,Catalunya,De 25 a 54 años,2023T4,8,6,8.6
30625,Mujeres,Catalunya,De 25 a 54 años,2023T3,7,53,7.53
30626,Mujeres,Catalunya,De 25 a 54 años,2023T2,6,91,6.91
30627,Mujeres,Catalunya,De 25 a 54 años,2023T1,9,37,9.37
30628,Mujeres,Catalunya,De 25 a 54 años,2022T4,8,85,8.85
30629,Mujeres,Catalunya,De 25 a 54 años,2022T3,8,55,8.55
30630,Mujeres,Catalunya,De 25 a 54 años,2022T2,8,53,8.53
30631,Mujeres,Catalunya,De 25 a 54 años,2022T1,9,46,9.46
30632,Mujeres,Catalunya,De 25 a 54 años,2021T4,10,51,10.51
30633,Mujeres,Catalunya,De 25 a 54 años,2021T3,11,2,11.2
30634,Mujeres,Catalunya,De 25 a 54 años,2021T2,12,3,12.3
30635,Mujeres,Catalunya,De 25 a 54 años,2021T1,13,35,13.35
30636,Mujeres,Catalunya,De 25 a 54 años,2020T4,13,93,13.93
30637,Mujeres,Catalunya,De 25 a 54 años,2020T3,13,9,13.9
30638,Mujeres,Catalunya,De 25 a 54 años,2020T2,11,75,11.75
30639,Mujeres,Catalunya,De 25 a 54 años,2020T1,10,73,10.73
30640,Mujeres,Catalunya,De 25 a 54 años,2019T4,10,5,10.5
30641,Mujeres,Catalunya,De 25 a 54 años,2019T3,10,58,10.58
30642,Mujeres,Catalunya,De 25 a 54 años,2019T2,10,4,10.4
30643,Mujeres,Catalunya,De 25 a 54 años,2019T1,10,52,10.52
30644,Mujeres,Catalunya,De 25 a 54 años,2018T4,11,5,11.5
30645,Mujeres,Catalunya,De 25 a 54 años,2018T3,9,46,9.46
30646,Mujeres,Catalunya,De 25 a 54 años,2018T2,11,17,11.17
30647,Mujeres,Catalunya,De 25 a 54 años,2018T1,11,52,11.52
30648,Mujeres,Catalunya,De 25 a 54 años,2017T4,11,93,11.93
30649,Mujeres,Catalunya,De 25 a 54 años,2017T3,11,3,11.3
30650,Mujeres,Catalunya,De 25 a 54 años,2017T2,12,79,12.79
30651,Mujeres,Catalunya,De 25 a 54 años,2017T1,15,34,15.34
30652,Mujeres,Catalunya,De 25 a 54 años,2016T4,14,69,14.69
30653,Mujeres,Catalunya,De 25 a 54 años,2016T3,14,27,14.27
30654,Mujeres,Catalunya,De 25 a 54 años,2016T2,16,51,16.51
30655,Mujeres,Catalunya,De 25 a 54 años,2016T1,17,16,17.16
30656,Mujeres,Catalunya,De 25 a 54 años,2015T4,17,6,17.6
30657,Mujeres,Catalunya,De 25 a 54 años,2015T3,16,36,16.36
30658,Mujeres,Catalunya,De 25 a 54 años,2015T2,18,6,18.6
30659,Mujeres,Catalunya,De 25 a 54 años,2015T1,18,62,18.62
30660,Mujeres,Catalunya,De 25 a 54 años,2014T4,18,1,18.1
30661,Mujeres,Catalunya,De 25 a 54 años,2014T3,17,67,17.67
30662,Mujeres,Catalunya,De 25 a 54 años,2014T2,18,13,18.13
30663,Mujeres,Catalunya,De 25 a 54 años,2014T1,19,59,19.59
30664,Mujeres,Catalunya,De 25 a 54 años,2013T4,20,3,20.3
30665,Mujeres,Catalunya,De 25 a 54 años,2013T3,20,38,20.38
30666,Mujeres,Catalunya,De 25 a 54 años,2013T2,21,41,21.41
30667,Mujeres,Catalunya,De 25 a 54 años,2013T1,21,95,21.95
30668,Mujeres,Catalunya,De 25 a 54 años,2012T4,21,65,21.65
30669,Mujeres,Catalunya,De 25 a 54 años,2012T3,20,58,20.58
30670,Mujeres,Catalunya,De 25 a 54 años,2012T2,18,26,18.26
30671,Mujeres,Catalunya,De 25 a 54 años,2012T1,19,89,19.89
30672,Mujeres,Catalunya,De 25 a 54 años,2011T4,18,17,18.17
30673,Mujeres,Catalunya,De 25 a 54 años,2011T3,17,8,17.8
30674,Mujeres,Catalunya,De 25 a 54 años,2011T2,16,2,16.2
30675,Mujeres,Catalunya,De 25 a 54 años,2011T1,17,13,17.13
30676,Mujeres,Catalunya,De 25 a 54 años,2010T4,15,59,15.59
30677,Mujeres,Catalunya,De 25 a 54 años,2010T3,15,44,15.44
30678,Mujeres,Catalunya,De 25 a 54 años,2010T2,15,18,15.18
30679,Mujeres,Catalunya,De 25 a 54 años,2010T1,15,31,15.31
30680,Mujeres,Catalunya,De 25 a 54 años,2009T4,14,38,14.38
30681,Mujeres,Catalunya,De 25 a 54 años,2009T3,13,8,13.8
30682,Mujeres,Catalunya,De 25 a 54 años,2009T2,13,14,13.14
30683,Mujeres,Catalunya,De 25 a 54 años,2009T1,13,71,13.71
30684,Mujeres,Catalunya,De 25 a 54 años,2008T4,10,4,10.4
30685,Mujeres,Catalunya,De 25 a 54 años,2008T3,7,41,7.41
30686,Mujeres,Catalunya,De 25 a 54 años,2008T2,6,4,6.4
30687,Mujeres,Catalunya,De 25 a 54 años,2008T1,7,84,7.84
30688,Mujeres,Catalunya,De 25 a 54 años,2007T4,7,7,7.7
30689,Mujeres,Catalunya,De 25 a 54 años,2007T3,7,35,7.35
30690,Mujeres,Catalunya,De 25 a 54 años,2007T2,6,,6.
30691,Mujeres,Catalunya,De 25 a 54 años,2007T1,7,18,7.18
30692,Mujeres,Catalunya,De 25 a 54 años,2006T4,6,81,6.81
30693,Mujeres,Catalunya,De 25 a 54 años,2006T3,7,4,7.4
30694,Mujeres,Catalunya,De 25 a 54 años,2006T2,7,9,7.9
30695,Mujeres,Catalunya,De 25 a 54 años,2006T1,8,3,8.3
30696,Mujeres,Catalunya,De 25 a 54 años,2005T4,7,1,7.1
30697,Mujeres,Catalunya,De 25 a 54 años,2005T3,5,51,5.51
30698,Mujeres,Catalunya,De 25 a 54 años,2005T2,7,76,7.76
30699,Mujeres,Catalunya,De 25 a 54 años,2005T1,9,42,9.42
30700,Mujeres,Catalunya,De 25 a 54 años,2004T4,10,72,10.72
30701,Mujeres,Catalunya,De 25 a 54 años,2004T3,10,29,10.29
30702,Mujeres,Catalunya,De 25 a 54 años,2004T2,10,14,10.14
30703,Mujeres,Catalunya,De 25 a 54 años,2004T1,11,33,11.33
30704,Mujeres,Catalunya,De 25 a 54 años,2003T4,11,23,11.23
30705,Mujeres,Catalunya,De 25 a 54 años,2003T3,11,59,11.59
30706,Mujeres,Catalunya,De 25 a 54 años,2003T2,12,27,12.27
30707,Mujeres,Catalunya,De 25 a 54 años,2003T1,13,3,13.3
30708,Mujeres,Catalunya,De 25 a 54 años,2002T4,12,46,12.46
30709,Mujeres,Catalunya,De 25 a 54 años,2002T3,11,96,11.96
30710,Mujeres,Catalunya,De 25 a 54 años,2002T2,11,65,11.65
30711,Mujeres,Catalunya,De 25 a 54 años,2002T1,13,13,13.13
30712,Mujeres,Catalunya,55 y más años,2023T4,8,82,8.82
30713,Mujeres,Catalunya,55 y más años,2023T3,8,49,8.49
30714,Mujeres,Catalunya,55 y más años,2023T2,9,13,9.13
30715,Mujeres,Catalunya,55 y más años,2023T1,10,3,10.3
30716,Mujeres,Catalunya,55 y más años,2022T4,11,46,11.46
30717,Mujeres,Catalunya,55 y más años,2022T3,7,37,7.37
30718,Mujeres,Catalunya,55 y más años,2022T2,8,7,8.7
30719,Mujeres,Catalunya,55 y más años,2022T1,9,2,9.2
30720,Mujeres,Catalunya,55 y más años,2021T4,8,95,8.95
30721,Mujeres,Catalunya,55 y más años,2021T3,11,31,11.31
30722,Mujeres,Catalunya,55 y más años,2021T2,10,89,10.89
30723,Mujeres,Catalunya,55 y más años,2021T1,10,77,10.77
30724,Mujeres,Catalunya,55 y más años,2020T4,9,43,9.43
30725,Mujeres,Catalunya,55 y más años,2020T3,10,94,10.94
30726,Mujeres,Catalunya,55 y más años,2020T2,9,85,9.85
30727,Mujeres,Catalunya,55 y más años,2020T1,8,64,8.64
30728,Mujeres,Catalunya,55 y más años,2019T4,9,64,9.64
30729,Mujeres,Catalunya,55 y más años,2019T3,11,17,11.17
30730,Mujeres,Catalunya,55 y más años,2019T2,10,27,10.27
30731,Mujeres,Catalunya,55 y más años,2019T1,11,44,11.44
30732,Mujeres,Catalunya,55 y más años,2018T4,10,71,10.71
30733,Mujeres,Catalunya,55 y más años,2018T3,11,34,11.34
30734,Mujeres,Catalunya,55 y más años,2018T2,9,7,9.7
30735,Mujeres,Catalunya,55 y más años,2018T1,14,3,14.3
30736,Mujeres,Catalunya,55 y más años,2017T4,14,67,14.67
30737,Mujeres,Catalunya,55 y más años,2017T3,17,27,17.27
30738,Mujeres,Catalunya,55 y más años,2017T2,15,67,15.67
30739,Mujeres,Catalunya,55 y más años,2017T1,15,63,15.63
30740,Mujeres,Catalunya,55 y más años,2016T4,15,38,15.38
30741,Mujeres,Catalunya,55 y más años,2016T3,13,5,13.5
30742,Mujeres,Catalunya,55 y más años,2016T2,16,45,16.45
30743,Mujeres,Catalunya,55 y más años,2016T1,18,78,18.78
30744,Mujeres,Catalunya,55 y más años,2015T4,18,59,18.59
30745,Mujeres,Catalunya,55 y más años,2015T3,18,66,18.66
30746,Mujeres,Catalunya,55 y más años,2015T2,19,7,19.7
30747,Mujeres,Catalunya,55 y más años,2015T1,17,67,17.67
30748,Mujeres,Catalunya,55 y más años,2014T4,15,35,15.35
30749,Mujeres,Catalunya,55 y más años,2014T3,13,79,13.79
30750,Mujeres,Catalunya,55 y más años,2014T2,17,1,17.1
30751,Mujeres,Catalunya,55 y más años,2014T1,14,45,14.45
30752,Mujeres,Catalunya,55 y más años,2013T4,15,4,15.4
30753,Mujeres,Catalunya,55 y más años,2013T3,16,89,16.89
30754,Mujeres,Catalunya,55 y más años,2013T2,17,45,17.45
30755,Mujeres,Catalunya,55 y más años,2013T1,18,34,18.34
30756,Mujeres,Catalunya,55 y más años,2012T4,14,33,14.33
30757,Mujeres,Catalunya,55 y más años,2012T3,14,89,14.89
30758,Mujeres,Catalunya,55 y más años,2012T2,14,23,14.23
30759,Mujeres,Catalunya,55 y más años,2012T1,16,3,16.3
30760,Mujeres,Catalunya,55 y más años,2011T4,14,6,14.6
30761,Mujeres,Catalunya,55 y más años,2011T3,11,88,11.88
30762,Mujeres,Catalunya,55 y más años,2011T2,10,78,10.78
30763,Mujeres,Catalunya,55 y más años,2011T1,12,78,12.78
30764,Mujeres,Catalunya,55 y más años,2010T4,11,55,11.55
30765,Mujeres,Catalunya,55 y más años,2010T3,12,24,12.24
30766,Mujeres,Catalunya,55 y más años,2010T2,11,84,11.84
30767,Mujeres,Catalunya,55 y más años,2010T1,11,59,11.59
30768,Mujeres,Catalunya,55 y más años,2009T4,10,43,10.43
30769,Mujeres,Catalunya,55 y más años,2009T3,9,6,9.6
30770,Mujeres,Catalunya,55 y más años,2009T2,12,51,12.51
30771,Mujeres,Catalunya,55 y más años,2009T1,9,6,9.6
30772,Mujeres,Catalunya,55 y más años,2008T4,6,84,6.84
30773,Mujeres,Catalunya,55 y más años,2008T3,4,65,4.65
30774,Mujeres,Catalunya,55 y más años,2008T2,5,4,5.4
30775,Mujeres,Catalunya,55 y más años,2008T1,5,3,5.3
